# Response ID, Median sentence length by number of characters
1496022,152.5
149636,129
1496452,119
1496496,108
1496601,108.0
1496739,114
1497160,93.5
1497431,72.0
1497443,123
149753,48.5
1497576,79.0
1497601,74
1497806,90.0
1497860,69.5
1499039,90
1499061,136.0
149929,107
1499526,179.0
1499610,112.0
1499867,100.5
1499932,116.5
1500000,77.0
1500457,74
1500525,108.0
1500557,131.0
1500685,103
1500808,137.5
1501009,101
1501333,110.5
1501503,125.0
150180,95.5
1502005,108
1502137,120.5
1502174,157
1502422,104.5
1502447,85
1502650,90
1502921,117
1503257,71
1503331,94
150357,121.5
1503781,61.5
1504099,86
1504144,100
1504515,94
1505037,79.0
1505199,115
1505541,106.5
1505545,128.0
1505558,81.0
1505561,106
1505590,130.0
1505609,123
1505723,107
1506204,105
1506560,56
1506718,110.5
1506740,147
1507019,105.0
150717,132
1507276,141
1507706,171.5
1508013,101
1508722,123
1509148,97
1509352,60
1509686,76
1509786,61.0
1509945,132
1510019,74
1510196,65
1510316,74
1510608,303
1510634,101
1511180,57
151130,85
1511380,70.0
1511467,129
1512074,86.5
1512311,122.5
1512614,92
1512690,61
1512932,99.0
1513175,82
1513204,100
1513436,82
1513527,83
1514051,128.0
1514291,100.5
1515278,107
1515537,118.0
1515605,167
1515968,75.0
1516002,106
1516048,95.5
1516142,81.5
1516625,76.5
1517341,62.0
1517387,176
1517558,331.0
1517957,98
1518647,106.0
1518811,78
1519276,140.0
1519388,76
1519396,141
1519748,127.0
1519803,73
1520053,112
1520411,134
1520425,70.0
152045,285.5
1520620,110.0
1520668,82.5
1520690,72.5
1520774,113.5
1520818,125
1521042,68.5
1521127,59.0
152157,126.0
1521755,101.5
1521923,121.5
1522092,72.0
1522115,85
1522183,189
1522412,96.0
1522870,99
1522984,86.5
1523274,99.5
1523513,142
1523571,106.0
1523914,112.0
1524163,98
1524343,89.5
1525311,110.0
152549,247
1525511,76
1525635,119.0
1525646,114
1525786,131
1526165,99
1526185,81
1526310,54
1527061,71
1527234,89
1527243,94
1527333,89.5
1527458,108.0
1527646,97.0
1527896,75.5
152801,80.0
1528060,176
1528107,82
1528692,171
1528847,123
1528856,67.0
1529146,65.5
1529155,245
1529450,87
1529508,126.0
1529626,159
1529707,79
1530276,98
1530415,62.5
1530737,82.5
153098,83.0
153137,69
1531496,103
1531565,117
1531692,133
1531745,73
1532027,85.5
1532081,104.5
1532397,81
153243,73.5
1532475,121
1532633,75
1532807,83
1533034,79.0
1533150,89
1533193,147
1533202,104
1533251,155
1533414,128.5
1534099,89.0
15340,104
153482,93.5
1535013,193.5
1535038,77
1535165,148.5
1535216,187.0
1535235,106
1535458,144
1535549,79.0
1535557,156.5
1536022,99
1536321,117
1536546,133.0
1536901,107
1537088,144.0
1537175,134.5
1537208,129.0
1537541,119.5
1537568,85.5
1537871,74.0
1538128,114
1538317,92
1538669,74
1538807,96.0
1538992,111
1539078,130.5
1539130,76
1539401,96.0
1539410,150.0
1539883,80
1540999,91
1541036,65
1541306,131
1541362,144
1541693,105.5
1542033,114
1542119,121
154213,100.5
1542222,100
1542336,245
1542361,90.0
1542465,144.5
1542605,102
1542659,83.0
154270,99
1542725,58
1542868,125.5
1542992,123
1543055,79.5
1543322,195.0
1543340,118.5
1543629,77
1543632,191
154368,144
1544366,179.0
1544761,118
154540,107.5
1545520,82
1545635,142.0
1545671,47.0
1545722,170
154577,157
1545863,138.5
1546120,150
1546314,166
1546461,96
1546483,105
1546593,120.5
1546632,79
1547113,147.0
1547124,179.0
1547227,117
1547352,109.5
1547449,105.0
1547480,126.0
1547527,166.5
1547597,80
1547670,84
1547677,118.5
1547832,103
1548413,105.5
1548488,98.5
1548599,70.5
1548721,100
154878,58
1548925,137.5
1549033,106.5
1549044,79.0
1549279,62
1549579,121
1549791,101
1549811,124
1549916,153.5
1549990,149.0
1550021,88
1550023,114
1550073,181.0
1550183,110.5
155044,109
1550770,81
1550812,77
1550895,99
1550957,72.5
1551308,104.5
1551544,98.0
155157,140.5
1551801,143
1551953,95.0
1552231,63.5
1552628,93.5
1552637,90.5
1552789,93.5
1553094,74
1553465,59.5
1553637,161.0
1553644,111.5
1553819,87.5
155400,121
1554069,111
1554096,173
155456,85.0
1554616,78.0
1554713,135
1555046,101.5
1555478,94.5
1555498,54
1555657,90
1555847,105
1556141,97
1556278,109.0
1556390,92.0
1556463,138.0
1556590,164
1556638,103.5
1556898,210
1556954,206
1557193,159
1557214,96
155724,80.5
1557562,129.0
1558040,77
1558185,106.0
1558234,126
1558329,79.0
1558621,94.0
155871,88
1559286,96.5
1559380,104.0
1559407,147.5
1559656,107.5
1559793,110
1560123,94
1560407,131.5
1560468,81.5
1560872,92.5
1560958,98
1561226,89.5
1561513,83
1561554,92
1561685,109.5
1561735,73
1561744,141
1561826,113
1562385,130
1562965,85.0
1563122,146
156321,132
1563346,89
1563357,102.0
156340,66
1563434,71.5
156373,175.5
1563774,165.5
1563843,77.0
1563856,82
156421,91.0
1564509,158
1564533,101.0
1564937,116.5
1564996,111
1565064,108.0
1565246,77.5
1565381,71
1565493,104
1565759,308.5
1565792,64.5
1565841,84
156593,115.0
1566294,123.5
15663,78.5
1566515,94.0
1566521,89.5
1566748,81
1567259,73
1567370,109.0
156740,171
1567568,84
1567661,87.5
156787,99.5
1567885,136.0
1567985,85
1568097,87.0
1568259,73
1568335,78
1568371,71
1568464,87.0
156852,84
1568828,64.5
1568886,90
1569246,79.5
1569326,107
1569422,110
1569572,218
1569573,57.5
1569589,95.0
1570255,91.5
157037,151.5
1570395,55.0
1570405,271.5
1570522,132
157059,94
1570829,98
1570888,90.0
1570955,111
1571029,107.5
1571383,115
1571554,95.0
1571770,85.5
1571952,92.0
1572125,83
1572718,121
1572810,78
1572825,87.5
1573044,146.5
157324,85
1573348,166
157344,115.5
1573625,105
1573867,90
1574016,74.0
1574183,98
1574226,108
1574678,47
1574734,97.0
1574819,131
1574990,105.0
1575144,34
1575461,91.5
1575637,156
1575641,83.5
1575850,150.5
1575943,83
1575959,298
1576080,117.0
1576463,111.5
1576568,145.5
1577382,82.5
1577689,114
1577737,108
1578126,91
1578266,56.5
1578728,78.5
1578833,261.0
1578980,148
1579161,57.0
1579182,126.0
1579489,73
1579598,78.5
1579711,150.0
1579748,111
1579808,120.5
1579919,113.5
1580244,71.0
1580373,66.0
1580496,82.5
1580544,77.0
1580874,197
1581197,79
1581339,83.0
1581458,105.0
1581500,80
1581784,92
1581797,105.5
1582088,117
1582301,81
1582444,57.0
1582901,79.5
1582964,85
1583165,171.5
1583328,98
1583493,96.5
1583555,130.0
1583806,100.0
1584007,105
158423,74
1584290,88
158436,129.0
1584548,103
1584652,107.5
1584909,149.0
1584995,133.0
1585403,59.5
1585499,92.5
1585969,80
1586025,98
1586036,85.5
1586419,139.0
1586422,72
1586500,80
1586562,55.5
1586579,192
158696,99.0
1587021,97
1587252,114.5
1587464,183
1587529,103
1587591,72
1587967,102.5
1587988,124
1588119,78.0
1588198,123.0
1588429,85.5
1588569,68.0
1588800,89.0
1589013,89.0
1589048,58
1589226,86
1589353,45.0
1589422,112
1589529,111.0
1589666,122
1589850,75
1589957,67
1590001,114.0
1590009,46.5
159000,80
1590188,148
1590216,84
1590509,81
1590608,97.5
1590644,82
1590785,88.5
1591119,119
1591352,92
1591523,189
1591525,89.0
1591602,67.0
1591633,86.0
1591671,72
1591899,71
159190,87
1592006,137
1592061,137.5
1592602,129.0
1592751,86.5
1593006,114.0
1593015,110
1593456,112
1593521,98.0
1593764,119.0
1594051,143.5
1594304,130.0
1594465,106.0
1594720,83.0
1594854,144
1594875,106
1594920,96
159561,111.0
1596015,79
159607,126
159620,128
1596333,92.0
159646,58
1596815,60.0
1596937,104
1597138,125.0
1597504,136.5
1597794,81
1597869,130.0
1598191,69
1598195,101.0
1598284,86
1598574,83.0
1598593,115
1598715,136.0
1598831,112.5
1599051,131
1599186,104.5
1599214,121
1599264,103.0
1599282,107.0
159928,113.5
1599482,119
1599488,185.5
1599863,102.5
1600280,91.0
160039,119
16003,159.5
1600455,99
1600589,80.0
1600749,120
1600880,94
1601003,129.0
160123,105.0
1601251,103
1601361,59.5
1601473,107
1601770,87
1601782,94
160180,115
1601973,80
1602184,130
1602223,75.5
1602277,107.5
1602465,92
1603029,72.5
1603098,124.0
1603237,78
1603472,113
160348,114
1603663,158
16038,188.0
1603984,132.5
1604101,218
1604202,79
1604220,106.0
1604338,125.5
1604365,146.5
1604419,113.0
1604474,90.5
1604615,78
1605034,113
1605098,86.0
1605251,70
1605278,107
1605502,146
1605603,96.0
1605723,143
1605730,169.0
1605992,80
1606808,68.0
1606838,175.0
1606909,92.0
1607000,89
160704,114
1607064,72
1607315,152
1607351,103
16073,65
1607441,108.0
1607468,95
1608155,81.5
1608449,103
1608609,102
1608925,120.5
1608927,128
1609314,140
1609400,77
1609417,117
1609648,143.5
160966,90
1609903,96.0
1610071,103.5
1610122,77.0
1610283,118
1610463,89
1610539,105
161060,104
1611162,140.5
1611251,86.5
161127,93.5
1611340,124.5
1611397,49.0
161171,136.5
1611749,101.0
1611847,83
1612027,127.5
161213,103.5
1612549,76.0
1612,179
1613616,90.5
1613649,104
1613800,175
1613828,1050.0
1614108,122
1614225,84
1614522,110.0
1614561,65.5
1614640,85.5
1614797,112
1614816,126.0
161486,95.5
161488,135
1614901,82
1614935,125.5
1615168,100.5
1615705,159
1615799,80
1615987,95
1616465,107.5
161656,89.0
1616597,147.5
1616846,81
1617067,61.0
1617101,85
1617285,131.5
161744,94
1617509,91
1618134,103.0
1618303,153
1618407,94
161841,87.5
1618727,107
1619449,118
1619515,82
1619632,104.5
161963,91
1620205,119.5
1620341,112.5
1620431,87.5
1620717,104.5
1621011,100.5
1621118,110
1621287,71
1621334,205.0
1621418,72.0
1621433,124.5
1621566,75
1621798,108.0
1621951,140
162205,109.5
1622079,100
1622334,156.0
1622361,125.0
1622365,72
162238,184.0
1622681,143.5
1622707,147
1623105,125
1623440,103
1623684,107
1624008,92
1624176,116.0
1624220,70.5
1624437,67
1624635,87.0
1624696,88.5
1624740,137
1624920,95.5
162520,120.5
1625393,160.0
1625528,98.0
1625843,93
1625914,144
1626279,104.0
162639,109.0
1626417,41.0
1626600,98
162684,69.0
162705,120.5
1627071,106.0
1627883,94.0
1627943,68.0
1628156,75
1628552,113
1628652,125.0
1628690,106.0
162903,98
1629080,74
1629475,160
1629616,195
1629639,118
1629788,99
1629900,121
1630053,157.0
1630591,222.5
1630691,74.0
1630753,76
163080,48
1630840,96.5
1630850,81.5
1630952,73
1630975,108
1630998,80.0
1631091,94
1631240,157.0
163161,142
1631980,104.5
1632015,75.5
1632122,101
1632406,93
163264,70
1632824,151
1633051,164.5
1633289,76
163355,136.0
1633761,78.0
163379,57
1634103,84
1634341,106.0
1634458,123.5
1634726,103
1634736,71
1634881,90
1634890,135
1635054,182.0
163513,91.0
1635174,78.5
1635336,60.5
1635450,194.5
1636074,94.0
163634,104
1636472,123.0
1636558,82.5
1636628,71
1636648,76.5
1636724,106
1636764,103.0
1636768,61.5
163700,128.0
1637205,96
1637322,124
1637588,38.0
1637691,147
1637734,99
163781,147.5
1637927,147
1637981,87.5
1638304,150
1638387,78.0
1638743,60
1638795,76.0
1639101,77.0
1639128,73
1639183,98
1639213,70.0
1639286,105.5
1639394,109.0
1639412,59
1639414,79
1639493,78
1639494,109.5
163967,109
1639926,76
1639991,128.5
1640119,120.5
1640227,120
164044,86
1640451,103
1640493,125
1640519,86.5
1640565,94
1640712,81
1640892,138.0
1640909,144.0
1640923,65.5
164135,117.0
164138,143
1641476,74.5
1641688,168.0
1641717,73
1641740,106.5
164202,84
1642071,93.5
1642079,144
1642198,128
1642257,183
1642310,78.0
1642431,86
1642524,112.5
1642624,134
1642707,59.0
1643066,62
164339,94
1643648,56
1644003,98
1644222,86
1644862,81.0
1644932,94
1645043,91.0
1645292,28.5
1645362,92.0
164537,78.0
164538,167
1645443,51.5
1645598,86
1646083,72
164634,86.0
1646354,73.5
164635,125.0
1646361,97.0
1646430,179.0
1646509,176
164665,141.5
1646766,78
1646882,123.5
1646888,116.0
1646933,76.5
1646939,88
1647079,122.0
1647117,44.5
1647152,128.0
1647196,103.5
1647320,95.5
164741,134
1647523,89
1647858,75
1647885,42.0
1648010,103.0
1648227,131.5
1648228,95.5
1648252,129
1648484,74
1648568,56.0
1648610,103.5
1648735,70.5
1649025,95
1650425,76
1650622,121.5
1650665,113.5
1650920,147.0
1651024,98.0
1651191,76.0
1651337,93.0
1651350,26
1651579,112
1651725,218
1651788,114
1651854,65.0
1651985,74
1652091,156.0
1652227,79.0
165228,806.5
1652478,82
1652492,91.5
1652868,83.5
1653062,110.5
165310,91.0
1653880,71.5
1653892,163
1654057,87
1654180,88
1654196,119
1654305,57
1654736,96.5
1654814,59.5
1654824,214.5
165486,78
1654971,66
1655746,93
1656037,143
1656255,74.5
1656271,109.5
1656426,98
1656634,117
1656816,102.0
1656849,141
1656991,107.0
1657003,148.5
1657058,85
1657075,59
1657086,95
1657333,132.0
1657432,138
165771,137
1657795,109.5
1658009,120.0
165810,89
1658154,149
1658162,111.5
1658329,170
1658336,106.5
1659053,98
1659096,110
1659151,99
1659226,66
1659389,82.5
1659416,70
1659517,83
1659605,115.0
1659607,97
1660055,122.0
1660122,107.5
1660188,110
1660199,98
1660478,153.0
1660486,53.5
1661173,166
1661253,91.5
1661306,92.5
1661694,90.0
1661933,78.0
1662065,94
1662196,177.5
166227,153.0
1662514,74
1663050,87.5
1663539,109.0
1664070,94
1664247,95
1664306,115
1664318,105.0
1664388,83.5
1664392,105
1664625,30.0
1664661,93.5
166467,73
1664680,77.0
1665047,76.0
1665345,92
1665678,62
1665730,84.5
1665765,47
1665975,79
1666072,135
1666408,107
1666623,90.5
1666656,95
1666664,190.0
1666769,108
1667118,82
1667286,87
166730,108
1667530,94
1667587,104.5
1667594,76.5
1667602,185.0
166763,131.5
1668008,117.0
1668009,80.5
1668384,81
1668419,104
1668524,87
1668662,74
166869,91
1668924,103.5
1668943,111.0
1669009,45.5
1669030,122
1669093,142.5
1669189,108.0
1669224,73.5
1669335,45
1669444,148
1669707,272.0
1669741,99.0
1669791,75.0
1670182,180.5
167020,143
1670340,51.5
1670472,124.5
1670687,108
1670711,116.5
167094,64
1671037,52.5
1671251,53
1671481,92
1671522,137.0
1671616,77.5
1671658,110
1671716,90
1671801,99.5
1671891,111.0
167234,100.5
1672465,100.0
167252,65
1672654,105
1672821,76.0
1672836,163
1673088,119.5
1673154,127.5
1673187,75.0
167338,90.0
1673426,90
1673467,80.5
1673664,60.0
167396,75.5
1674074,64
1674353,135.5
1674925,152.5
1675231,164.0
1675269,177
167549,162
1675566,96.5
1675898,137
1676028,133.5
1676186,120.0
1676271,212
1676376,96.5
1676415,91
1676579,125
1676764,126
167685,87.0
1677267,81
1677376,77.0
1677488,114
167761,109.0
167762,116
1677899,147
1677921,64
1678100,87.5
1678322,168
1678695,72.5
1678849,112
1679001,87.0
1679077,133.0
1679098,63.5
167937,49.0
16793,102.5
1679694,96
168021,125.5
1680732,72
1680888,167
1681389,95
1681529,147
1681788,113.5
1681984,95.0
1682104,81
1682446,103.0
1682448,58
1682806,108
1683515,93
1683847,122.0
1684107,102.0
1684317,100
1684393,112
168441,133
1684701,70
1684782,100
1685015,161.0
1685087,136
1685140,78.5
1685185,167
1685228,96.0
1685332,86
1685398,93
1685471,90.5
1685589,101.0
1685874,90.0
1685935,157.0
1686101,103.0
1686181,82
1686490,161
1686538,80.5
1686601,67.0
1686697,77.0
1686780,67.0
1686969,506.5
1687002,137
1687047,84.0
1687067,97
1687105,81
1687239,196
1687301,176.0
168751,81.0
1688133,83.5
1688249,116.5
1688752,99.5
168891,90
1689008,104
1689041,136
1689307,101.5
1689314,120
1689431,106.5
1689678,103.0
168968,103.0
1690042,104
169025,73
1690365,137
1690506,50.0
169119,88
1691426,90
1691566,151
1691621,119.0
1691767,122.5
1692013,94
1692161,72
1692331,60
1692396,176.0
1692529,151
1693026,119.0
1693042,78.0
1693065,88.0
1693069,49
1693624,89
1693638,135
1694116,170.0
1694309,71.0
1694515,73.0
1694540,142
1694586,107.0
1694694,74.0
1695530,147
1695610,93.0
1695790,128
1696576,123.0
169678,122
1696815,110.5
1696890,199
1696988,92.5
1697010,62.5
1697100,81.0
1697152,89
169720,89
169742,53
1697477,86
1697975,76.5
169809,109
1698141,112.0
1698238,98
1698325,92.0
1698475,100
1698630,78
1698689,80
1698725,94.0
1698804,82
1699254,84.5
1699315,120
1699435,64.0
1699946,116.0
1700010,107.5
1700283,105.0
170042,140.0
170055,160.5
1700775,70.5
1700786,145
1700813,104.0
1701182,123
1701561,87
1701617,220
1702221,150
170241,111.0
1702426,96.5
1702970,58.0
1703083,86
1703144,40
1703148,59.0
1703643,90.5
1703761,54
1703770,77.5
1703881,89
1703907,102
1704136,75
1704170,101
1704224,128
170423,103
1704256,102
1704599,129
1704641,99.5
1705239,210
1705305,75.0
1705366,59.0
1705385,203
1705800,58.0
1705903,97
1706013,103
1706014,95
1706157,152.0
1706190,70
1706624,115
1706757,84.0
1707170,83
1707241,83
1707244,44.5
170743,110.0
1707617,86
1707870,138.5
1707879,108
1708225,196
1708317,120
1708321,100.0
1708543,82.5
1708690,90.5
1709135,107
1709165,132.5
1709398,81.0
1709450,174.5
1709527,109
1709728,156
1709762,158
1709829,90.0
170995,55.0
171011,139
1710274,69
1710481,134
1710562,113.5
1710649,119
1710944,282.5
171096,153.0
1711398,120
1711471,69
1711695,120.5
1711804,154
1711897,159
1712028,137.5
1712036,147
1712081,134
1712153,291.5
171218,219.5
1712244,75.5
1712351,153.0
1712367,90.0
1712457,61
1712915,135
1712929,119
1712938,87
1713078,105
1713178,94.0
1713228,100
1713292,107
1713325,101.0
1713332,92
1713355,67
1713600,92.5
1713748,87
1713780,83.0
1713838,118.5
1713851,91
1713954,70
1714385,122.5
1714624,91.5
1714984,34.5
1715217,63
1715633,70
171574,94.5
1716107,136.5
1716202,114.0
1716337,160.5
1716376,114
1716401,114.5
1716602,102
1716667,144.0
1716707,100.0
1716774,127
1716982,69.5
1716994,93
1717055,156.0
1717252,60.5
1717259,93.0
1717493,59
1717762,65
1717790,138.5
1717911,124
1718043,140.0
1718476,105.0
1718628,124
1718878,113
1718880,96
1719101,112.0
1719419,82.5
1719460,91.5
1719498,121.0
1719650,182.5
1719667,90
1720043,97.5
172016,138.5
1720702,124
1720968,103
1721279,142
1721349,101
1721491,65
1721707,850
1721809,155
1721839,61
1721938,137
1721960,153
1722358,96
1722682,172
1722823,90.5
1722916,80.5
172316,82
1723232,140
172351,102.5
1723546,124.0
1723576,81.0
1723586,114.5
1723602,124.5
1723751,55.0
1723947,176.0
1724026,124.0
1724112,117
172423,103
1724253,176.0
1724390,97
1724409,104.0
1724459,85
1724690,117
1724805,77.0
1724974,335.5
1725614,149.5
1725659,78.5
1725910,59.5
1725957,112
1726064,76
1726151,91
1726565,76.0
1726605,174.0
1726678,109.0
1726679,107
1726794,87.0
1726976,112
1726979,145.5
172701,85.0
1727075,193.5
1727159,74
1727273,102
172746,97
1727472,116.0
1727544,90.0
1727596,115.0
1727774,74.5
1727939,53
1728010,78
1728041,64
1728162,144.0
1728275,99
1728316,545.5
1728377,75
1728603,70
1728651,114.5
1729328,84.0
172943,119
1729641,84.0
1729734,69
1729803,88.0
1729831,80.5
1729886,135
1730131,57
1730482,76
1730552,141
1730701,85.0
1730743,137.0
1731030,119
1731143,60.0
1731155,65
1731322,90
1731444,60.5
1731632,73
1731640,119.0
1731832,127
1731993,74.5
1732231,68.5
1733194,93.5
173335,116.5
1733443,132.0
1733528,102
1733679,79
1733682,127.5
1733852,62.5
17339,109.0
1734034,94.5
1734065,128
1734108,63
1734471,147.5
1734732,94.0
1734751,108
1734910,68
173502,141
1735077,151.0
1735126,139.5
1735266,101.0
1735440,79.5
1735578,85
1735913,88.0
173596,112.0
1736132,127
1736173,66
1736340,91
173637,72
1736457,152.5
1736945,123.5
1736977,104
1737075,116.0
1737189,90.0
1737481,64
1737605,87
1738687,96
1738762,79.0
1738777,138
1738862,72
1739354,96.5
1739586,79
1739892,115
1740096,82.5
1740919,141
1741104,77.5
1741158,142.0
1741177,95
174125,98.0
1741422,134.5
1741516,118
1741582,176.0
1742482,113.0
1742542,129
1742748,96.5
1742757,67
1742892,109.0
1742951,102
1742961,132
174325,128.5
1743583,63
1743593,60
1743726,116.5
1743888,117.5
1743893,202
1743960,120
1744005,104
1744064,137.0
1744381,77
1744481,173.0
174464,100.0
1744695,104
174491,76.0
1744984,86.0
1745000,120
1745166,126
1745204,179.5
1745300,100
1745382,82
1745468,100
174588,112
1745915,73
1746068,109
1746142,88
1746177,98.0
1746249,80
1746270,92
1746653,101
1747190,62
1747199,149.0
174723,116.0
1747254,135.5
1747257,71.5
174727,105
1747400,114.5
1747401,118.0
1747608,49.5
1747668,104.0
174779,87.5
1747806,79
1747868,92
1747993,90.5
1748010,158
1748079,186
1748169,77.0
1748225,116.0
1748270,48
1748475,157
1748491,105.5
1748847,102.0
1749022,87
1749041,103
1749313,119
1749904,76
1750148,90
1750239,105.5
1750482,158
1750751,112
1751002,163.0
1751167,88
1751197,130
1751217,96.5
1751523,72.0
1751532,120.0
1751590,100.5
1751652,99
1752040,87.5
1752063,91
1752230,176
1752549,127
1752641,89.0
175264,138
1752678,79.0
1752691,106
1752779,103.5
1752824,123
1752970,102
1753318,119.0
1753370,108.5
1753543,73
1753544,95.5
1753627,93.0
1753657,99.0
1753837,111.0
1753924,117
1754077,142
1754106,88.5
1754479,55
1754555,95
1754630,165
1754823,118.5
1754873,58.0
175498,150.5
1755043,101.5
1755053,155
1755137,94
1755326,103
1755730,60.5
1755827,143
1755896,116
1755919,155.0
1755932,93.5
1756020,140.5
1756791,94
1757065,151.5
1757281,89.0
1757416,164.0
1757460,115
175776,136
1757882,144.5
1757904,120.0
1757985,102.0
1758007,58.5
1758093,90.5
1758238,138
1758405,65.0
1758439,132.5
1758531,106.0
1758568,113
1758722,93.5
1758757,131.0
1758784,70.5
1758854,84.5
1758862,82.0
1758957,133.5
1759131,118.0
1759304,120
1759477,113.0
1759536,225.5
1759942,75
1759982,214.5
1760053,66
176012,93.0
1760223,100
176054,246.0
1760954,84.0
1761100,99.0
1761198,90
1761549,144
1761802,154.0
1761849,133
1762037,155.0
176239,66.0
1762409,111.5
1763000,127
1763042,93
1763652,71.0
1763861,130
176389,95
1764148,98.5
1764280,128
1764554,133
176501,126
1765214,91
1765252,101.5
1765287,88
1765376,78
1765396,143.5
1765478,183
1765684,113.5
1765698,118
1766257,74
1766471,156.5
176669,171
1766936,76.0
1766949,67.0
1767030,103
176704,191.5
176746,119.0
1767502,166
1767558,140
1767594,101.0
1767803,115.5
1767885,72
1767945,196
1768034,126.0
1768372,115
1768412,91.0
1768491,96.5
176852,94
1768877,106
1769167,92.0
1769428,97
1769795,52.0
1770720,96
1770864,100
1770915,128
177119,93
1771300,68.5
1771583,121
1771707,77
1772194,140.5
1772321,80.5
1772427,93.0
1772495,124.0
1772655,100.0
1772854,106
1773075,90
1773101,104.5
1773658,140
1773674,127.0
177381,101.5
1773824,121
1773871,45
1774067,117
1774278,165.5
1774309,66
1774510,94
1774785,67.0
1774988,140
1775114,91.5
1775512,126
1775515,89.0
1775655,280
1775819,161
177606,102
1776912,86
1776917,82
1777501,128.5
1777550,144
1777613,181.5
1778296,98.5
1778383,85
1778712,126.0
1779713,93
1780100,314
1780218,63
1780355,151.5
178041,100.5
1780537,68
1780606,209
1780622,184
1780783,91.5
17807,93
178084,90
1780915,87.0
1780920,73
1781097,73
1781285,112.5
178182,126.0
1781898,163.0
1782022,115.5
1782047,133
178216,136
1782202,131
1782356,89.0
1783002,85.0
1783139,85.5
1783207,136.0
178348,97.0
178350,126
1783725,118
1784031,118.5
1784119,55
1784139,96.5
1784373,72
1784392,111
1784599,75
17845,82
1784804,116.5
1785353,54
1785403,90.5
178549,93.0
1785553,71.0
1785655,146.0
1785862,121.5
1785969,121.5
1786277,110
1786444,58.5
1786601,93
1786890,99.5
1786921,160.0
1787084,81
1787209,145.5
178774,114
1787908,63
1787952,109.0
1787996,103
1788010,91.0
1788085,124
1788319,78
1788687,125.0
1788703,106
178890,106
1789008,74.0
1789202,105
1789510,143
1789526,106.0
1789659,72.0
178983,110.0
1789981,118.5
1790042,70.5
1790232,122
179066,47
1790750,101.0
1790794,72.5
1790845,111.0
1790870,104.5
1790923,92
1790933,115
1791114,101
1791255,118.0
179145,102.0
1791686,131.0
1792269,150
1792345,152
179237,72
1792623,91.0
1792656,85
1792973,141
1792981,115.0
1792998,211.5
179316,79
1793903,97.5
1794345,110.0
1794401,103
1794474,126.5
1794512,65.0
1794557,89.5
1794708,102
1794759,102.5
179492,200
1795185,99
1795364,115.5
1795366,123.5
1795502,121
1797008,118
1797783,105
1797916,73.5
1798024,118.5
1798180,75
1798472,82
1798559,98.5
1798758,97
1798806,126.0
179883,91.0
1798869,159
1799020,162
1799051,97
1799119,107
1799121,100
1799186,110
1799375,84
1799423,112.5
1799546,131
1799710,105
1799981,178
1800084,146.5
1800110,139
1800258,104
1800642,110.5
180064,118.5
1800723,101
1800745,95
1800750,74.5
1800832,71.5
1801144,80
1801189,138
1801218,89
1801303,133
1801360,79.5
1801414,102
1801465,141.0
1801514,97
1802470,116.5
1802563,136
1802734,86
1802843,215
1802924,90
1803081,96
1803336,74.5
1803669,146
1803744,75.0
1804162,98.0
1804467,126.0
1804571,135.5
1804625,85.5
1804641,96
1804783,319
1804785,85.0
1804837,117.5
180494,110.5
1805418,161
1805553,66
1805847,119.5
1806306,89
1806419,80
1806464,106.5
1806734,69.0
1806922,77.5
1807219,111
1807369,102
1807570,132.0
1807688,84.5
1807724,93.0
1807869,115.5
1807952,85.5
1807968,126.0
180798,147.0
1808185,940.5
1808260,109.0
1808367,74.5
1808485,118
1808676,122
1809002,155.5
1809065,107.0
18090,133.5
180911,109.5
1809128,81.0
180919,91
1809513,63
1809613,71
1809683,77
180983,87
1810162,139.0
1810184,125
1810200,128
1810323,73
1810508,105.5
1810830,114.0
1811066,131
1811359,97.0
1811435,102.5
1811503,182
1811557,73.0
1811801,117
1812101,94
181236,104.0
1812668,104.0
1812745,104.0
1812763,116
1813072,147.5
1813532,72
1813649,144
1813856,70.5
1813924,57.0
1814015,180.5
1814561,154.0
181463,104
1814653,64.0
1814707,116.0
181518,104.0
1815246,146
1815259,99.0
1815758,104.5
1816048,85.0
1816159,134.5
1816262,67.0
1816302,47.5
1816304,92.5
1816394,125
1816396,124.5
1816949,105.0
181730,63
1817514,94
181772,98.0
1817784,58
1818104,85
1818182,103
1818241,132
1818414,105.5
1818610,122.5
1818724,341.0
1818733,84.5
1818765,80
1819196,229
1819272,73.0
1819313,107
1819352,91
1819789,77.0
1819843,107
1820292,112.0
1820369,101.5
1820799,61
1820835,81.0
1820915,70
1821109,77.5
1821151,143.0
1821153,109
1821327,137.5
1821687,95.0
1821697,119.0
182182,51
1821866,106.0
1822011,122
1822281,115
1822595,116.0
1823057,156.5
1823194,98.0
1823285,94
1823349,110
1823358,104
1823419,83.0
1823469,67.5
1823586,107.0
1823752,48.0
1823886,85
1824048,115
1824076,72.5
1824206,110.5
182475,106
1824786,31
1824790,62.5
1824900,149
1825004,113.5
1825055,80
1825154,143.5
1825212,78
1825301,114
1825372,61.5
1825457,61.0
1825550,108.5
1825572,109
182600,109.0
1826655,205.0
1826665,97.5
1826810,72.5
1826949,125.5
182699,78
1827048,116.5
1827187,60.0
1827588,90
1827666,170
1827810,126.5
1827833,106
1827873,122.0
1827971,73
1828051,155.5
1828238,88.0
182825,66
1828271,82.5
1828306,128
1828314,169.0
1828343,138.5
1828930,244
