file,paragraph count,sentences per paragraph,words per paragraph,characters per paragraph 
926814,5,1.4,71.8,274.6
926874,7,2.4285714285714284,56.0,225.14285714285714
926959,4,3.25,72.75,336.0
927079,6,2.5,52.666666666666664,216.83333333333334
927494,3,2.3333333333333335,44.0,185.33333333333334
928007,4,5.25,111.75,464.75
928438,5,2.0,58.2,268.8
928801,5,4.4,77.2,325.6
928945,2,8.5,201.5,757.5
929052,5,4.2,99.2,413.8
929263,5,3.0,71.2,272.0
929278,6,3.5,64.5,262.8333333333333
929457,5,6.0,91.8,396.6
929859,3,6.0,154.0,547.6666666666666
930185,6,4.166666666666667,68.0,272.8333333333333
930507,3,3.6666666666666665,86.33333333333333,325.3333333333333
930774,2,8.0,175.0,685.5
930781,5,5.4,97.8,356.0
930821,1,7.0,167.0,654.0
931084,4,5.25,84.5,376.75
931099,3,6.666666666666667,78.33333333333333,266.0
931307,6,3.8333333333333335,64.33333333333333,256.6666666666667
931391,4,5.0,94.5,386.75
931504,4,5.75,100.0,400.25
931684,4,8.25,135.25,530.25
931705,5,2.4,74.4,308.8
932106,6,3.8333333333333335,87.66666666666667,365.6666666666667
932209,5,2.8,84.2,381.2
932303,4,4.0,87.0,379.5
932367,5,4.2,68.2,281.2
932623,5,2.4,56.4,261.8
933121,5,3.2,71.4,300.8
933585,6,3.5,56.833333333333336,225.5
934134,2,3.0,105.5,416.5
934203,3,3.0,96.33333333333333,435.0
935066,4,5.75,76.0,296.75
935430,2,7.0,194.0,837.0
935619,5,3.4,61.2,281.8
935739,1,10.0,340.0,1439.0
935936,3,3.6666666666666665,90.66666666666667,405.3333333333333
936133,5,3.2,72.0,315.6
936472,4,4.5,113.5,442.25
936625,5,5.0,86.0,378.2
936677,3,5.666666666666667,141.0,593.0
936725,4,3.75,97.75,448.75
936854,6,3.1666666666666665,68.16666666666667,278.8333333333333
936894,3,2.6666666666666665,107.0,427.3333333333333
937403,8,2.5,42.25,162.875
937557,1,14.0,350.0,1650.0
937782,4,4.75,68.25,262.0
937792,6,3.0,48.833333333333336,200.66666666666666
938880,6,3.3333333333333335,67.0,282.1666666666667
938943,5,3.4,84.0,384.6
939082,3,4.333333333333333,66.66666666666667,278.0
939154,1,5.0,254.0,949.0
939517,3,5.0,110.0,476.6666666666667
939612,6,5.666666666666667,75.66666666666667,292.6666666666667
939633,4,4.0,80.5,318.5
939968,4,3.0,87.25,367.5
940203,4,4.5,96.25,398.0
940213,1,8.0,354.0,1410.0
940374,7,4.0,66.42857142857143,272.0
940473,7,5.0,96.0,412.7142857142857
940542,5,2.2,55.0,229.0
940667,5,4.4,70.0,299.8
940692,5,3.8,80.4,355.2
940814,3,4.0,113.0,467.6666666666667
940886,3,1.6666666666666667,54.0,240.0
940974,3,3.6666666666666665,59.0,266.3333333333333
941050,6,2.1666666666666665,50.166666666666664,223.16666666666666
941476,1,34.0,385.0,1539.0
941555,5,4.0,89.0,382.8
941560,2,5.5,110.0,446.5
942028,4,4.5,100.25,456.0
942091,4,4.75,92.25,382.5
942167,3,7.0,138.0,616.6666666666666
942203,7,2.857142857142857,59.142857142857146,255.57142857142858
942306,5,2.8,71.4,311.2
942467,7,2.7142857142857144,50.857142857142854,211.42857142857142
942527,5,3.8,93.0,392.6
943003,4,5.0,105.0,436.5
943218,7,2.4285714285714284,66.0,276.0
943395,3,4.333333333333333,89.33333333333333,397.3333333333333
943687,4,2.75,79.5,324.5
944141,4,2.75,73.0,313.75
944185,5,2.0,61.2,259.4
944368,4,5.25,81.25,344.25
944559,5,3.0,85.2,342.4
944834,4,5.0,85.25,357.5
944946,4,4.5,67.5,262.0
945495,4,4.25,61.25,239.5
945528,4,4.0,89.0,392.75
945544,5,3.8,93.6,408.8
945644,4,5.5,106.5,458.25
945827,4,5.0,139.5,596.5
945859,4,4.0,85.25,355.5
945991,4,2.25,83.5,314.25
946234,5,5.2,84.2,369.0
946339,4,3.5,86.0,413.5
947222,3,3.0,130.0,567.0
947337,5,3.8,79.2,338.6
947427,5,5.8,124.6,517.0
948088,5,4.8,89.0,350.2
948475,6,2.8333333333333335,55.0,238.5
948859,6,2.0,49.333333333333336,207.83333333333334
949134,4,5.25,98.75,410.0
949200,2,9.0,260.5,1126.0
949605,3,4.333333333333333,123.0,494.3333333333333
949645,4,4.0,87.0,362.25
950235,6,5.0,81.33333333333333,326.0
950430,7,4.0,80.42857142857143,354.57142857142856
950654,7,2.4285714285714284,52.714285714285715,242.14285714285714
950845,1,10.0,69.0,219.0
950959,8,2.875,73.125,281.625
950981,5,2.8,94.6,389.0
951220,4,1.75,80.75,308.5
951470,1,6.0,348.0,1416.0
952254,4,7.25,142.0,560.25
952455,3,5.0,100.0,424.3333333333333
952965,4,4.25,78.5,374.75
953115,1,14.0,456.0,1916.0
953116,5,1.4,54.0,256.8
953444,5,2.8,70.0,286.4
953587,4,3.75,114.75,472.25
953662,4,4.0,93.25,389.5
954017,5,3.2,63.6,243.2
954027,3,2.6666666666666665,77.66666666666667,310.3333333333333
954101,4,2.5,74.75,323.0
954334,6,2.6666666666666665,48.166666666666664,210.16666666666666
954750,3,5.333333333333333,99.66666666666667,400.6666666666667
954755,6,3.0,32.666666666666664,133.66666666666666
954819,6,3.8333333333333335,74.33333333333333,295.1666666666667
954857,5,3.0,62.6,266.2
955021,7,2.4285714285714284,68.28571428571429,295.2857142857143
955183,5,3.8,61.2,259.6
955295,4,2.75,70.75,318.75
955572,5,5.2,67.2,282.2
956072,4,5.75,77.0,332.5
956175,8,2.375,40.0,154.75
956688,1,2.0,42.0,202.0
956930,4,4.75,81.25,323.75
957073,5,3.0,65.2,224.8
957114,5,3.2,70.8,282.8
957211,10,2.2,43.5,182.8
957593,5,2.6,63.6,249.2
957605,6,4.666666666666667,73.5,291.6666666666667
957636,3,3.6666666666666665,126.0,533.0
957655,1,9.0,92.0,386.0
957902,6,2.6666666666666665,61.666666666666664,257.5
957930,4,3.5,87.0,348.75
958033,5,3.6,66.4,271.6
958062,4,4.25,97.75,399.75
958472,1,6.0,283.0,1176.0
958475,3,5.0,110.66666666666667,450.0
959192,3,3.3333333333333335,86.0,344.6666666666667
959233,3,4.333333333333333,81.66666666666667,358.3333333333333
959281,4,3.75,81.25,346.0
959473,3,6.333333333333333,143.0,562.3333333333334
959618,5,3.2,83.6,334.2
960090,6,1.8333333333333333,43.666666666666664,172.5
960227,3,4.0,126.33333333333333,515.0
960269,10,2.5,44.4,205.6
960535,4,3.75,84.5,350.75
960544,6,2.8333333333333335,76.16666666666667,327.1666666666667
960814,7,3.7142857142857144,60.142857142857146,259.7142857142857
961368,3,4.0,64.66666666666667,254.66666666666666
961374,3,3.3333333333333335,71.33333333333333,330.3333333333333
961600,4,5.25,89.5,379.0
961686,1,16.0,367.0,1402.0
961696,1,16.0,430.0,1865.0
961814,6,2.0,54.833333333333336,221.83333333333334
962404,4,3.5,71.25,309.75
962493,4,2.5,78.0,297.75
963001,4,4.0,85.5,343.75
963254,5,3.2,56.8,244.0
963768,5,3.8,54.8,237.0
963900,4,2.0,86.25,354.25
964061,4,2.25,50.5,212.5
964224,4,2.75,62.0,269.0
964277,5,1.8,89.2,364.8
964484,4,5.25,91.0,347.0
964628,4,5.75,76.75,346.0
965074,3,6.333333333333333,109.33333333333333,477.3333333333333
965186,4,3.25,61.5,224.25
965249,5,5.0,84.8,357.2
965469,5,3.4,77.0,294.8
965701,6,1.3333333333333333,41.5,179.5
966450,4,3.75,112.75,472.0
966738,4,4.5,107.5,480.75
966871,1,17.0,326.0,1468.0
967213,4,5.5,110.5,504.75
967225,2,12.0,161.5,626.5
967250,6,2.8333333333333335,57.666666666666664,268.8333333333333
967347,1,1.0,115.0,477.0
967466,6,2.8333333333333335,96.33333333333333,422.5
967745,4,4.75,89.75,389.0
967952,4,6.25,135.5,529.5
968117,6,3.3333333333333335,87.83333333333333,377.5
968331,5,6.2,90.8,406.8
968383,3,5.666666666666667,107.66666666666667,499.6666666666667
968704,4,2.5,89.5,386.75
968828,2,5.5,101.0,474.5
969074,5,5.4,85.4,317.8
969165,5,4.4,77.6,346.0
969299,6,1.3333333333333333,49.833333333333336,213.66666666666666
969335,3,2.6666666666666665,108.66666666666667,451.3333333333333
969352,5,3.8,96.0,422.6
969532,4,4.0,74.5,335.75
969692,5,1.8,51.4,206.4
970190,4,4.5,131.25,567.25
970493,5,3.8,67.0,285.0
970708,4,4.0,87.25,355.5
970945,5,4.2,62.6,242.0
971110,5,2.4,46.4,180.4
971126,5,6.6,107.0,393.0
971245,5,4.2,81.2,328.0
971694,4,3.5,75.25,271.0
971700,3,5.666666666666667,114.66666666666667,469.0
971743,4,4.75,54.0,216.5
971880,5,3.0,58.8,235.6
971927,5,5.0,92.4,397.2
972031,5,4.6,88.0,381.2
972222,6,3.8333333333333335,70.33333333333333,300.1666666666667
972454,5,2.4,49.8,198.6
972543,3,1.3333333333333333,89.0,411.0
972636,6,2.8333333333333335,51.0,180.16666666666666
972969,5,2.8,57.2,246.8
973120,5,3.6,71.6,324.4
973193,6,2.8333333333333335,37.833333333333336,166.16666666666666
973330,6,3.1666666666666665,44.333333333333336,177.5
973773,5,4.2,76.8,287.2
973995,7,1.7142857142857142,53.285714285714285,231.57142857142858
974681,2,7.0,153.5,663.0
974740,4,4.5,95.0,396.5
974774,5,3.2,82.6,349.6
974779,4,3.75,99.25,433.75
974841,5,3.4,60.4,253.8
974889,4,6.0,106.5,458.75
974916,3,4.0,86.66666666666667,352.6666666666667
975157,5,3.0,72.0,302.0
975215,5,1.8,47.0,200.6
975839,5,3.4,60.4,263.6
975933,5,3.4,68.4,303.4
976086,4,2.25,77.0,313.0
976146,4,4.75,60.0,243.75
976217,5,4.2,71.4,287.4
976282,6,2.5,61.333333333333336,262.1666666666667
976492,5,4.2,101.0,470.8
976689,5,6.4,106.6,409.0
976897,4,3.0,98.25,430.75
976952,6,2.5,77.33333333333333,336.6666666666667
977173,6,2.5,80.5,298.3333333333333
977701,1,3.0,226.0,1003.0
977932,5,6.4,94.4,379.2
978345,3,5.666666666666667,96.33333333333333,372.3333333333333
978580,3,4.333333333333333,118.33333333333333,464.0
979233,4,4.5,84.75,377.0
979286,4,3.0,79.75,304.75
979409,1,14.0,269.0,1054.0
979624,4,4.25,90.75,359.25
980000,4,4.25,83.25,364.75
980080,5,2.0,65.2,267.8
980099,5,5.0,62.8,239.0
980266,4,3.0,83.5,371.75
980298,5,2.6,70.2,277.2
980511,5,3.8,92.2,359.0
980528,2,2.0,138.0,533.5
980862,4,3.75,99.75,422.0
981128,4,5.25,105.25,435.25
981289,4,1.5,81.5,334.25
981322,5,3.0,74.2,320.0
981458,5,2.2,44.4,203.2
981701,3,5.666666666666667,93.33333333333333,389.6666666666667
981822,5,3.6,61.0,254.4
982021,5,3.8,55.6,206.4
982032,6,3.8333333333333335,106.0,448.8333333333333
982151,6,3.0,67.66666666666667,303.1666666666667
982338,5,2.0,65.0,269.0
982598,5,3.2,73.6,331.0
982601,4,4.5,116.25,472.75
982630,4,5.5,92.5,389.75
982634,4,4.5,110.75,430.0
982939,4,3.5,92.0,375.0
983164,5,3.6,59.4,259.8
983312,5,3.4,69.4,314.0
983371,5,4.6,60.2,273.6
983450,5,2.8,69.2,320.6
983715,5,2.6,70.0,283.4
983742,5,1.0,51.6,243.6
983987,4,3.75,91.25,370.0
984111,4,1.75,173.75,739.5
984119,4,3.5,94.25,372.75
984561,7,2.5714285714285716,66.42857142857143,270.0
984572,5,4.2,73.0,311.4
985204,5,2.6,60.8,283.0
985271,4,4.0,91.25,388.0
985274,4,4.0,79.5,336.25
985383,5,3.8,65.6,258.0
985545,1,17.0,341.0,1289.0
985568,5,4.0,56.2,242.2
986135,5,3.0,45.6,193.8
986162,2,4.0,60.0,269.0
986627,6,3.1666666666666665,64.16666666666667,302.3333333333333
986733,5,3.2,75.2,321.0
986898,5,3.8,90.6,391.8
986978,7,2.857142857142857,71.57142857142857,307.57142857142856
987036,5,4.8,72.0,290.6
987226,6,3.3333333333333335,60.333333333333336,257.6666666666667
987396,3,4.666666666666667,83.33333333333333,359.0
987670,4,3.5,58.75,204.75
987713,5,2.6,87.2,331.8
987861,4,2.5,94.5,370.0
988514,7,3.0,48.42857142857143,222.42857142857142
988550,5,2.6,66.4,293.2
988605,4,4.75,74.0,279.25
988688,6,4.333333333333333,73.5,288.1666666666667
988787,4,3.5,62.75,269.0
989302,1,15.0,422.0,1714.0
989347,3,7.333333333333333,100.0,393.6666666666667
989614,6,2.1666666666666665,56.333333333333336,237.33333333333334
989814,6,3.3333333333333335,67.16666666666667,299.0
990126,4,3.5,89.25,379.0
990384,9,2.7777777777777777,64.44444444444444,268.0
990490,5,4.8,94.8,429.2
990615,7,2.4285714285714284,93.14285714285714,423.7142857142857
990853,4,2.75,80.25,357.0
991346,5,2.8,69.6,292.6
991436,4,6.25,89.75,390.25
991692,5,3.8,56.0,231.4
991726,5,3.2,69.6,288.8
991739,7,3.5714285714285716,62.714285714285715,251.71428571428572
992534,6,2.6666666666666665,56.333333333333336,245.5
992557,3,1.0,106.66666666666667,459.3333333333333
992620,1,19.0,424.0,1723.0
992750,4,6.0,93.75,392.5
993195,5,6.0,69.6,249.6
993488,4,4.0,85.75,329.5
993615,4,4.25,97.75,442.0
993649,3,5.333333333333333,117.33333333333333,462.3333333333333
993660,6,2.5,52.166666666666664,228.5
993667,4,5.5,120.75,484.25
993732,4,4.75,51.5,213.25
994183,4,4.5,100.0,397.25
994283,4,2.75,34.0,138.75
994324,6,2.6666666666666665,53.833333333333336,218.66666666666666
994390,5,1.2,51.8,218.8
994753,2,10.0,153.0,573.0
994774,5,6.0,85.6,357.8
994817,6,2.0,59.333333333333336,249.33333333333334
995114,3,4.666666666666667,66.66666666666667,251.66666666666666
995266,5,3.2,88.8,386.4
995328,3,7.333333333333333,128.0,547.6666666666666
995336,5,4.6,92.4,353.6
995345,4,4.0,74.0,312.25
995789,4,5.75,89.75,371.5
995993,5,2.0,47.4,182.2
996041,5,1.2,57.0,242.8
996348,6,3.8333333333333335,80.33333333333333,335.5
996413,5,4.8,99.8,437.2
996595,3,3.6666666666666665,64.66666666666667,239.0
996607,3,4.0,114.0,491.0
996657,1,19.0,364.0,1526.0
996842,5,3.2,54.8,217.6
997201,1,8.0,209.0,971.0
997307,3,9.0,167.33333333333334,647.3333333333334
997336,3,7.0,112.0,439.0
997395,5,3.4,76.2,305.8
997442,6,3.1666666666666665,62.833333333333336,278.6666666666667
997465,3,3.0,121.66666666666667,506.0
997714,6,2.6666666666666665,53.5,224.0
997923,7,2.2857142857142856,45.714285714285715,182.57142857142858
998060,6,2.1666666666666665,67.66666666666667,296.8333333333333
998121,5,3.6,67.0,277.2
998126,7,2.0,45.285714285714285,187.85714285714286
998357,7,3.7142857142857144,54.42857142857143,218.28571428571428
998382,4,5.75,105.0,433.25
998775,7,1.8571428571428572,75.42857142857143,357.57142857142856
998827,4,3.25,62.0,280.5
999352,4,3.5,83.5,336.75
999488,5,4.6,55.0,222.0
999637,11,2.1818181818181817,42.81818181818182,196.0909090909091
999638,4,6.75,112.25,451.25
999667,3,6.0,121.66666666666667,495.3333333333333
999780,5,4.0,67.6,291.6
999817,6,2.6666666666666665,48.333333333333336,228.83333333333334
1000025,5,5.2,93.8,378.4
1000168,2,9.0,174.0,728.5
1000235,3,1.6666666666666667,93.66666666666667,425.6666666666667
1000276,5,4.4,69.6,320.6
1000392,4,5.5,90.0,386.5
1000434,4,9.5,161.25,669.0
1000528,5,4.4,62.8,266.8
1000545,5,3.6,84.8,346.8
1000599,5,4.4,67.8,260.0
1000617,6,3.1666666666666665,59.333333333333336,235.5
1000719,5,2.2,68.4,286.6
1001053,1,1.0,2.0,6.0
1001063,6,4.833333333333333,50.5,212.16666666666666
1001183,5,3.2,60.0,244.8
1001213,6,1.6666666666666667,55.5,216.33333333333334
1001278,6,3.3333333333333335,69.0,271.3333333333333
1001309,5,2.4,72.2,305.8
1001384,5,4.6,85.8,363.2
1001502,5,2.2,83.6,330.2
1001566,3,4.0,91.0,328.0
1001574,4,3.5,81.5,353.0
1001604,5,1.0,62.4,279.2
1001632,5,4.2,92.4,382.2
1001901,6,3.0,52.0,207.33333333333334
1002453,6,1.3333333333333333,64.33333333333333,258.5
1002561,5,2.2,100.4,427.4
1002761,6,2.0,18.833333333333332,76.83333333333333
1002932,4,4.75,90.25,343.25
1002985,7,3.5714285714285716,64.85714285714286,260.7142857142857
1003066,1,16.0,349.0,1421.0
1003126,4,4.25,94.75,394.25
1003152,5,1.4,62.4,253.4
1003222,5,3.8,71.8,299.4
1003331,4,3.25,92.75,400.0
1003423,5,4.2,78.0,348.2
1003496,1,13.0,312.0,1308.0
1003553,5,2.6,65.6,291.4
1003689,5,4.6,92.6,396.4
1003939,5,1.8,78.4,309.6
1004000,4,3.0,57.75,231.0
1004097,3,6.0,96.33333333333333,423.6666666666667
1004135,3,7.333333333333333,124.0,505.0
1004306,5,4.0,76.2,321.8
1004335,5,3.0,66.0,287.0
1004355,3,4.666666666666667,110.33333333333333,467.0
1004376,1,5.0,232.0,858.0
1004476,4,3.75,84.0,341.5
1004652,5,3.4,68.2,319.6
1004657,4,3.5,64.25,251.25
1004862,5,4.0,60.6,233.6
1004924,4,5.25,104.75,440.25
1005053,3,6.666666666666667,116.0,469.3333333333333
1005075,4,2.75,73.5,265.25
1005142,3,5.666666666666667,126.33333333333333,520.0
1005231,1,21.0,518.0,2210.0
1005252,4,3.5,84.75,354.25
1005398,5,5.0,106.4,400.6
1005473,4,3.25,68.25,298.25
1005501,5,3.8,82.4,349.2
1005551,5,3.0,72.8,303.4
1005569,2,5.0,135.5,558.5
1005743,5,3.2,48.0,216.0
1005751,5,2.8,66.0,256.6
1005775,5,3.4,72.0,275.6
1005891,4,4.25,71.0,292.75
1005892,4,1.75,58.5,248.5
1005942,6,3.1666666666666665,76.33333333333333,328.1666666666667
1006118,5,3.0,66.0,298.8
1006136,7,2.857142857142857,51.42857142857143,229.28571428571428
1006179,5,5.6,71.4,296.4
1006246,5,3.2,79.8,321.2
1006274,5,3.6,71.0,297.2
1006416,5,4.4,84.4,357.4
1006482,3,3.3333333333333335,85.33333333333333,354.0
1006488,6,2.8333333333333335,72.0,296.6666666666667
1006535,6,2.5,63.0,274.6666666666667
1006571,6,1.5,31.166666666666668,129.33333333333334
1006666,5,4.4,73.8,313.6
1006787,5,3.6,68.2,296.8
1006883,4,3.5,85.25,387.25
1007162,3,2.0,71.66666666666667,281.6666666666667
1007263,3,4.666666666666667,77.0,334.6666666666667
1007337,4,5.75,89.5,358.5
1007363,4,2.5,54.5,227.5
1007764,5,2.2,81.0,368.2
1007981,4,5.5,98.75,358.25
1008086,4,3.5,60.75,261.5
1008264,4,3.5,87.75,360.0
1008326,4,3.0,56.75,233.75
1008399,6,4.5,62.5,246.33333333333334
1008407,5,3.8,68.8,260.2
1008450,7,2.0,55.42857142857143,220.71428571428572
1008486,4,3.75,85.25,340.75
1008605,5,3.6,55.0,259.4
1008636,4,3.25,64.5,284.75
1008655,5,3.2,61.2,230.0
1008666,5,3.4,66.2,294.8
1008698,5,3.6,88.0,331.2
1008718,6,3.0,73.66666666666667,336.1666666666667
1008740,8,3.75,57.375,231.75
1008880,4,3.5,72.75,273.25
1009245,7,2.0,63.857142857142854,253.71428571428572
1009294,5,4.6,70.0,299.8
1009359,4,3.25,68.5,265.25
1009596,6,3.3333333333333335,70.0,321.0
1009747,4,3.0,70.75,292.5
1009768,5,2.4,52.0,209.0
1009798,2,6.5,104.5,405.0
1009929,4,2.0,79.25,366.25
1010108,4,4.5,92.5,417.75
1010115,3,3.3333333333333335,123.66666666666667,532.6666666666666
1010314,5,4.4,66.2,292.8
1010575,6,2.0,41.166666666666664,184.0
1010664,3,4.666666666666667,119.33333333333333,510.3333333333333
1010711,5,2.4,66.8,265.0
1010839,4,5.0,132.0,540.75
1010903,7,3.4285714285714284,56.57142857142857,215.28571428571428
1010932,4,3.0,81.25,367.25
1010952,4,3.5,59.5,233.0
1010988,4,1.5,83.75,329.0
1011010,5,4.8,93.6,396.8
1011026,4,5.5,89.25,363.75
1011083,6,2.0,91.83333333333333,393.5
1011110,5,5.8,81.0,327.8
1011317,5,4.2,68.2,310.4
1011356,4,4.75,59.25,246.25
1011364,5,2.2,76.0,268.8
1011418,1,17.0,236.0,891.0
1011426,4,5.0,93.75,401.0
1011436,3,3.6666666666666665,91.66666666666667,434.0
1011443,5,3.2,81.2,302.0
1011531,3,6.333333333333333,163.0,646.3333333333334
1011616,4,1.75,71.5,318.0
1011748,4,3.0,90.75,359.5
1011795,4,4.25,87.75,336.25
1011805,6,3.0,56.166666666666664,240.5
1011962,4,2.75,61.25,232.0
1012047,8,1.75,33.875,141.875
1012075,5,3.8,71.6,272.0
1012091,5,4.6,65.2,270.0
1012151,3,4.666666666666667,111.66666666666667,470.6666666666667
1012412,6,2.8333333333333335,53.666666666666664,243.33333333333334
1012427,1,27.0,337.0,1348.0
1012604,4,3.25,146.75,578.0
1012615,6,3.3333333333333335,101.5,409.1666666666667
1012631,1,16.0,371.0,1533.0
1012679,3,4.666666666666667,113.33333333333333,520.0
1012691,1,23.0,354.0,1369.0
1012862,2,5.5,125.0,521.5
1012898,1,17.0,341.0,1273.0
1012944,10,1.8,42.6,178.9
1013033,3,4.666666666666667,74.66666666666667,276.0
1013285,5,3.0,59.4,293.8
1013447,4,2.75,66.75,282.75
1013452,4,4.5,119.75,554.25
1013583,3,2.6666666666666665,63.0,283.6666666666667
1013600,4,3.0,116.0,455.75
1013669,3,1.3333333333333333,80.0,309.6666666666667
1013761,1,10.0,324.0,1199.0
1013913,4,5.0,140.0,630.25
1014199,3,3.3333333333333335,78.33333333333333,316.3333333333333
1014244,8,2.25,44.5,184.5
1014249,6,2.0,66.83333333333333,283.8333333333333
1014313,9,1.6666666666666667,39.888888888888886,178.22222222222223
1014344,3,3.3333333333333335,74.66666666666667,329.3333333333333
1014428,4,4.25,85.5,327.5
1014497,5,4.0,82.0,323.6
1014559,4,2.0,71.25,286.5
1014680,4,3.5,86.5,367.0
1014724,5,4.6,81.0,322.2
1014908,6,3.5,67.33333333333333,288.8333333333333
1014926,4,2.75,102.5,409.25
1014998,5,4.0,78.4,315.2
1015056,4,5.25,105.0,459.75
1015409,4,3.25,97.5,436.75
1015438,8,1.625,39.875,158.625
1015461,6,4.333333333333333,67.83333333333333,288.6666666666667
1015664,3,4.0,80.33333333333333,392.6666666666667
1015723,5,3.4,68.8,295.6
1015763,5,3.6,80.0,328.6
1015924,8,2.0,51.0,247.75
1015996,6,4.166666666666667,65.66666666666667,259.8333333333333
1016100,4,6.5,86.25,336.25
1016245,5,4.8,95.2,418.8
1016298,4,1.25,44.5,178.25
1016403,4,3.25,57.25,213.0
1016557,3,4.666666666666667,87.0,368.6666666666667
1016577,4,5.25,99.0,362.0
1016594,5,5.4,85.8,331.0
1016612,3,4.0,76.66666666666667,315.3333333333333
1016671,5,3.4,79.6,322.0
1016703,5,4.0,68.8,281.4
1016757,10,2.0,40.0,167.3
1016883,4,3.5,66.0,285.5
1017001,5,3.6,99.4,437.6
1017038,5,4.6,90.2,350.8
1017089,5,4.0,95.4,380.2
1017099,4,2.25,53.25,200.75
1017104,2,6.5,117.5,456.0
1017153,5,3.4,71.2,306.0
1017179,5,2.0,64.8,274.2
1017259,4,5.0,73.0,296.25
1017282,7,2.0,48.857142857142854,203.0
1017400,9,2.888888888888889,41.333333333333336,169.55555555555554
1017450,4,8.0,84.5,314.0
1017608,6,2.6666666666666665,63.166666666666664,307.1666666666667
1017620,3,1.3333333333333333,92.0,331.3333333333333
1017635,6,4.5,80.66666666666667,345.6666666666667
1017679,6,1.8333333333333333,44.833333333333336,203.66666666666666
1017829,5,6.0,100.0,454.8
1017876,6,4.5,81.0,348.3333333333333
1017877,6,2.1666666666666665,64.5,265.0
1017901,5,2.4,60.6,277.4
1018443,6,4.333333333333333,71.16666666666667,292.5
1018459,5,3.4,68.2,276.6
1018545,4,1.75,83.75,339.25
1018784,3,8.333333333333334,147.0,555.3333333333334
1018958,5,2.6,72.6,273.4
1019050,5,4.4,82.6,320.2
1019424,4,3.75,80.0,328.0
1019537,2,9.0,192.0,828.5
1019679,4,4.5,121.5,443.75
1019727,3,3.0,115.66666666666667,480.3333333333333
1019743,7,4.428571428571429,85.0,334.14285714285717
1019772,5,4.0,62.8,242.4
1020012,5,4.0,78.0,363.0
1020096,4,4.25,51.25,218.0
1020198,5,5.4,84.8,344.0
1020466,2,4.5,168.0,684.0
1020574,6,3.0,72.16666666666667,333.3333333333333
1020691,5,3.6,84.4,371.0
1020837,6,3.3333333333333335,61.333333333333336,252.5
1020869,6,2.0,54.166666666666664,232.0
1020881,5,3.2,69.0,323.4
1020906,2,4.0,87.0,367.0
1021024,4,2.75,58.5,257.75
1021027,4,4.5,96.5,404.25
1021251,5,2.2,52.4,201.6
1021281,3,6.666666666666667,113.66666666666667,479.0
1021364,7,2.142857142857143,24.285714285714285,101.85714285714286
1021461,6,1.6666666666666667,55.833333333333336,219.5
1021492,4,2.25,54.25,241.5
1021580,5,3.6,81.4,365.4
1021645,3,3.3333333333333335,129.66666666666666,557.0
1021667,4,3.5,65.75,258.0
1021707,5,3.6,91.4,423.4
1021765,6,1.8333333333333333,45.5,182.5
1021767,4,2.75,77.0,335.0
1021770,5,1.2,68.2,288.0
1021877,5,4.2,89.6,322.6
1021923,5,2.8,80.6,356.6
1021965,4,5.0,85.5,373.5
1021981,6,4.666666666666667,85.0,338.8333333333333
1022190,7,3.7142857142857144,64.85714285714286,256.14285714285717
1022215,1,3.0,58.0,210.0
1022285,4,5.5,104.5,431.25
1022384,3,4.333333333333333,121.66666666666667,512.6666666666666
1022439,6,5.0,94.0,398.8333333333333
1022873,7,1.2857142857142858,44.42857142857143,192.71428571428572
1023150,3,3.0,69.0,292.6666666666667
1023222,5,3.4,64.8,270.0
1023301,4,3.5,55.75,231.5
1023469,4,2.0,57.5,256.75
1023534,5,2.6,77.2,312.4
1023547,3,5.666666666666667,106.33333333333333,439.3333333333333
1023612,5,5.2,81.6,378.4
1023674,5,2.2,71.4,306.0
1023696,7,3.857142857142857,80.28571428571429,360.85714285714283
1023918,6,3.0,53.5,215.0
1023946,4,4.75,101.5,424.5
1023952,3,6.333333333333333,138.66666666666666,601.6666666666666
1024129,4,2.75,51.25,210.75
1024250,1,17.0,289.0,1203.0
1024264,6,3.5,68.33333333333333,282.8333333333333
1024274,7,1.8571428571428572,45.714285714285715,200.85714285714286
1024355,4,3.75,98.0,424.5
1024402,3,3.6666666666666665,52.333333333333336,230.33333333333334
1024522,4,4.0,77.75,312.75
1024530,4,4.0,88.75,415.5
1024621,5,3.0,88.4,387.6
1024659,4,5.0,127.75,545.5
1025195,5,4.4,91.4,379.0
1025464,6,2.5,55.666666666666664,221.16666666666666
1025558,5,2.0,69.2,307.4
1025599,4,4.5,104.5,450.25
1025673,4,4.5,85.25,346.75
1025752,4,4.5,88.0,345.0
1025965,5,3.2,55.6,228.2
1025974,4,4.0,68.75,277.0
1026027,5,1.8,67.0,302.4
1026061,5,3.0,43.0,195.4
1026161,4,5.25,99.25,377.25
1026221,5,3.0,68.2,257.0
1026229,4,3.5,89.5,387.0
1026294,4,3.25,77.25,320.25
1026395,1,10.0,147.0,589.0
1026402,4,2.25,79.25,353.5
1026714,5,2.2,38.8,148.0
1026734,4,6.25,106.0,443.75
1026756,5,1.8,45.6,196.6
1026798,5,2.8,63.4,266.6
1026981,5,3.6,79.6,331.4
1027139,4,4.25,65.0,279.75
1027152,4,5.0,108.75,458.75
1027345,1,16.0,284.0,1118.0
1027356,4,2.75,71.0,282.75
1027384,3,5.333333333333333,105.0,442.3333333333333
